text,health rating,,,,,,,,,,,,,,,
"Had a cough for weeks, got tested, it was easy and test took like 15seconds (minus 2 hour wait) but worth it for the certificate. #COVID19au #coronavirusaustralia #COVID19pic.twitter.com/M4Kfsa4Wtb",,,,,,,,,,,,,,,,
@WFAN660 tell Francesa to stop sucking on that damn cough drop it's annoying especially HD radio on FM,,,,,,,,,,,,,,,,
COVID-19 affects different people in different ways. Most infected people will develop mild to moderate symptoms. Common symptoms: fever. tiredness. dry cough. Some people may experience: aches and pains. nasal congestion. runny nose. sore throat. diarrhoea. .....,,,,,,,,,,,,,,,,
"~coughs~... she may be classy, but not the classiest, sorry.",,,,,,,,,,,,,,,,
I didn't watch this. Did @HillaryClinton cough her ass off And contaminate the entire studio crew?,,,,,,,,,,,,,,,,
"Uh, and if someone else has it? And they cough on him... he’s the Vice President..",,,,,,,,,,,,,,,,
I know them as puff puff as I held an honorary Nigerian badge for a large portion of my 20’s *coughs* anyway but they are fried dough they taste so good!,,,,,,,,,,,,,,,,
Thought I’d share my daughter Saskia singing a Les Mis song. Brightened my day as she’d had the corona cough for the last 3 weeks. https://drive.google.com/file/d/1MmMbMlEvPjm9oUKI22GoE99HWZNhh2Yy/view?usp=drivesdk …,,,,,,,,,,,,,,,,
"Maybe he wants to get sick for the sympathy vote. I'm sick (cough, cough) vote for trump. His sheeple will eat it up.",,,,,,,,,,,,,,,,
"COUGH. ⠀⠀ 〝 ⠀Thank you, I needed that . 〞 ⠀⠀",,,,,,,,,,,,,,,,
Pls cough in My Mouth,,,,,,,,,,,,,,,,
This made me Cough when he turned in my direction,,,,,,,,,,,,,,,,
That 'cough in my face' guy could easily be sectioned.,,,,,,,,,,,,,,,,
"Hey Shifty @RepAdamSchiff , Time to cough up the interviews you F’ng hack! #Treason https://twitter.com/cbs_herridge/status/1255247007838539776 …pic.twitter.com/Rb8ctrX1Za",,,,,,,,,,,,,,,,
Let’s make this clear for the uneducated people on the back if a person coughs it doesn’t mean they have the rona,,,,,,,,,,,,,,,,
cough syrup,,,,,,,,,,,,,,,,
"Disagree. I am adult. I wash my hands, cough in my sleeve and stay home if sick. Don't need state for that. You need that? Their last model APRIL 8th, 20 days ago was so far wrong you subscribe to their next one? They have not proved enough expertise in that regard for me.",,,,,,,,,,,,,,,,
"See those dividers are what's lethal, you need a good flat plate that also gets to a good heat quickly. Plus keep it clean *cough* flatmates *cough* https://twitter.com/eliistender10/status/1255189504807362560 …",,,,,,,,,,,,,,,,
"Yet, he couldn’t ask corporations to help the hospitals, nurses and doctors with PPE-but instead gives them forgivable loans. Now he wants to have authority over meat processing plants, a lot of these people are sick. Do you want them to cough on your food?! Seriously.",,,,,,,,,,,,,,,,
*cough* https://twitter.com/Baceotan/status/1255103057907441664 …,,,,,,,,,,,,,,,,
If I was in the hospital with coronavirus and Mike Pence came to visit me but refused to wear a mask I would probably cough on him,,,,,,,,,,,,,,,,
"COVID-19 is typically signaled by three symptoms: a fever, an insistent cough and shortness of breath. But older adults — the age group most at risk of severe complications or death from this condition ― may have none of these characteristics. https://www.medscape.com/viewarticle/929407 …",,,,,,,,,,,,,,,,
strawberry cough drops >>,,,,,,,,,,,,,,,,
"""b-bandits. . . took everything. . ."" He coughs, he looked like he was gonna collapse at any moment.",,,,,,,,,,,,,,,,
So who's gonna be the brave c*rona patient that coughs on him https://twitter.com/NBCNews/status/1255219612473589761 …,,,,,,,,,,,,,,,,
I really should stop watching shows that make me emotional while working. *cough* @NBCChicagoFire *cough*,,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_campaign=websitesharingbuttons … via @gatewaypundit,,,,,,,,,,,,,,,,
This whole COVID thing has really made me take for granted the times when I could cough and sneeze on people,,,,,,,,,,,,,,,,
*cough death stranding*,,,,,,,,,,,,,,,,
*cough* Miku Best Girl *cough*,,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_campaign=websitesharingbuttons … via @gatewaypundit,,,,,,,,,,,,,,,,
I never watched peaky blinders so I'm catching up now. I am really enjoying it but one thing is bothering me. Everybody smokes like a trooper but NOBODY EVER COUGHS,,,,,,,,,,,,,,,,
@Otto_English Cough cough @peterjukes (all receipts are available and viewable on request)https://twitter.com/RealBristolNews/status/1255257985502392320 …,,,,,,,,,,,,,,,,
"I still retain hope - I know that there a heck of a lot really good and wise people out there - often the best, to be honest. I just wish that they would prevail, because when America coughs, the world sneezes. That’s just the way it is. We’re all counting on you.",,,,,,,,,,,,,,,,
Hi i would have been. I made it I enrolled in the symptom tracker made by Kings college since i realised that I was sick. I have stopped coughing however I can give you detail on this unusual cough and my own experience if it helps.,,,,,,,,,,,,,,,,
Cough cough.,,,,,,,,,,,,,,,,
Who gonna take one for the team and cough in JBE face?,,,,,,,,,,,,,,,,
"""So, what're- *Cough* what ar3 you doing in my hous3""",,,,,,,,,,,,,,,,
I'm living in a simulation. You Aren't. *Going on in faint voice*Because you're merely a projection constructed by my subconscious mind.*Cough*,,,,,,,,,,,,,,,,
Don't mind him trying to cough up a lung-,,,,,,,,,,,,,,,,
"Please, please, please practice the breathing techniques already mentioned. I found out about them recently and if I can go from 300 to 400 thingies on my peak flow monitor in 2 wks (terrible asthma) then it will help you. Just don’t be surprised at how much sh*t you cough up!",,,,,,,,,,,,,,,,
and then the hag coughs,,,,,,,,,,,,,,,,
I don't understand the Elbow Bump salutations when we are told to cough into our elbow.,,,,,,,,,,,,,,,,
*cough* https://twitter.com/dkhf_/status/1254988238575464448?s=21 …,,,,,,,,,,,,,,,,
Thought I felt a lump in a place u never wanna feel a lump. Turns out I had a cough drop stuck to my boob pic.twitter.com/yCNnvix6cy,,,,,,,,,,,,,,,,
*cough* https://twitter.com/alommmaaa/status/1255101520183320577 …,,,,,,,,,,,,,,,,
"Earlier this month, after more than 14 days in quarantine, her husband developed a dry cough. His test result: positive.",,,,,,,,,,,,,,,,
"""CDC"" stands for ""Chrissake, Don't Cough!"" #DeepThoughtsFromCDC",,,,,,,,,,,,,,,,
If being immunized or sick with whooping cough gives a level of immunity from the worste then at least why not get that immunization (May have a level of protection against vivid 19),,,,,,,,,,,,,,,,
SCT Medical Office □Body temperature 36.0℃ □No cough □Stress check 3/10 <<Doctor Findings>> Closed today pic.twitter.com/tUKfd917hs,,,,,,,,,,,,,,,,
"Always liked that Chelsea kit tbh... *cough* I mean, GGMU https://twitter.com/chriswrightzz/status/1255230556939354113 …",,,,,,,,,,,,,,,,
Is it a constant cough or a dry cough? Do you have a fever? Do you have any rashes anywhere,,,,,,,,,,,,,,,,
I be choking on air but trying not to cough so people don't get the idea of me having rona,,,,,,,,,,,,,,,,
Let me be clear: we have to wear masks and I cough into my arm so Im not just spreading germs around lol,,,,,,,,,,,,,,,,
every time I cough I panic,,,,,,,,,,,,,,,,
My daughter also had a cough (still does). And small kitty was unwell too. With a cough that coincided with ours. Lost her appetite briefly too. I got the impression she couldn’t smell her food.,,,,,,,,,,,,,,,,
A Liverpool fan saying other people have blood on their hands. Cough *Heysel,,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_campaign=websitesharingbuttons … via @gatewaypundit,,,,,,,,,,,,,,,,
And her cough and don't have a common is flag over it and nobody will care https://twitter.com/michellerivait/status/1254816946505371648 …,,,,,,,,,,,,,,,,
"I have a chest ache, when I cough, but my chest has been sore lately bc I'm going to be on that time of the month soon. I believe, I do have sinus issues, I've had bad sinuses since October.",,,,,,,,,,,,,,,,
It's ok I LL be fine .:) It's an old cough ...if I won't be I LL be resting . waiting for Jesus finally I had to use emoji .:D,,,,,,,,,,,,,,,,
"My grandma is in a care home that has plenty of PPE. She had a temperature and a cough. She got a test which came back negative the next day. One journalist asking a ""catch you out"" question for a headline doesn't mean the Govt hasn't done enough despite the answer given today.",,,,,,,,,,,,,,,,
"It seems my grandma - a 97-year-old survivor of the Holocaust in Poland, who lives in a nursing home in NJ - had a fever and cough that WENT AWAY. She's been fever-free for 2 days. If she somehow managed to beat the Nazis AND this virus, I will be convinced she's invincible. pic.twitter.com/Au3I7X7im4",,,,,,,,,,,,,,,,
Why didn’t someone cough on him?,,,,,,,,,,,,,,,,
His face naturally looks like it’s stuck in a cough https://twitter.com/theonlyBRATT/status/1254883364269707265 …,,,,,,,,,,,,,,,,
You #cough you go #home an you #off #tomorrow it’s real out here https://www.instagram.com/p/B_inmy3lWug/?igshid=uxqia18cdp79 …,,,,,,,,,,,,,,,,
"I’m pro vaccine because my mother wasn’t, and I have memories of coughing until I puked, aged 3, with whooping cough, because I wasn’t vaccinated.",,,,,,,,,,,,,,,,
"Why do babies do that cough, the one where they curl their tongue up and contort their face so that it makes them look like the monkeys from the wizard of oz, when do we grow out of that shit",,,,,,,,,,,,,,,,
"If I was the patient, I'd ask everyone to back up so I could ask Pence to pray with me. Then I'd drop my mask and cough in his mouth. ok, so I wouldn't do that, but I would be tempted.",,,,,,,,,,,,,,,,
"Paramedic, 24, who had coronavirus without cough or fever shares symptom diary https://www.mirror.co.uk/news/uk-news/paramedic-24-who-coronavirus-without-21942044?utm_source=twitter.com&utm_medium=social&utm_campaign=sharebar …",,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/?utm_source=Twitter&utm_campaign=websitesharingbuttons … via @gatewaypundit,,,,,,,,,,,,,,,,
"- Colleague wife: mod (2wk fatigue, 4d cough/fever). Works in med, self quarantined, back @work in 2wk (per CDC guidelines. - wife cousin: mod (4d cough/fever, short breath). hospital visit couldn't breathe, inhaler and O2 given. All in Michigan (some Det",,,,,,,,,,,,,,,,
"*cough, cough* https://twitter.com/lifesizebarbb/status/1254643141682003969 …",,,,,,,,,,,,,,,,
All that hate on cough syrup and look at us now at the time where we needed the most we can't even touch it how pathetic are we pic.twitter.com/PQODnYBb0J,,,,,,,,,,,,,,,,
Been chasing being A Champion for years... cough... i mean they’ve been.....so forever in your debt. Congrats on the PhD.,,,,,,,,,,,,,,,,
Cough more,,,,,,,,,,,,,,,,
"""You cough, you die!"" Seen at a bodega in the Bronx. pic.twitter.com/tDJ8hl6g4S",,,,,,,,,,,,,,,,
Cough cough,,,,,,,,,,,,,,,,
"Some patients with COVID-19 experience gastrointestinal symptoms, particularly diarrhea, as the first sign of illness. Without classic symptoms of COVID-19 (cough, shortness of breath & fever) may go undiagnosed & potentially spread the illness to others, the researchers said. https://twitter.com/bettycjung/status/1255258344329220098 …",,,,,,,,,,,,,,,,
"Looking on the bright side, if Pence doesn’t or won’t wear a mask, all it takes is for one person with virus to cough nearby....",,,,,,,,,,,,,,,,
*cough* Clinton *cough*,,,,,,,,,,,,,,,,
Am I the only one who doesn't give a damn about this? Does anyone actually think she was going to pay someone to cough on Trump?,,,,,,,,,,,,,,,,
"M7: Laxity can be a problem. Remember, this disease is totally avoidable. Don't sneeze or cough in the midst of a group. Cough in your elbow. Don't go in public when you are coughing or sneezing. Sanitise surfaces. Wash your hands with soap! ( but saw M7. Sneeze VP where are u?) pic.twitter.com/QSKxrmXQZz",,,,,,,,,,,,,,,,
"Paramedic, 24, who had coronavirus without cough or fever shares symptom diary https://www.mirror.co.uk/news/uk-news/paramedic-24-who-coronavirus-without-21942044?utm_source=twitter.com&utm_medium=social&utm_campaign=sharebar …",,,,,,,,,,,,,,,,
Rhode Island School Teacher Resigns After Viral TGP Report About Her Offering to Pay Someone With Coronavirus to Cough on President Trump https://www.thegatewaypundit.com/2020/04/rhode-island-school-teacher-resigns-viral-tgp-report-offering-pay-someone-coronavirus-cough-president-trump/ …,,,,,,,,,,,,,,,,
